amount,customer_age,previous_transactions,transaction_hour,transaction_day,transaction_month,transaction_day_of_week,is_weekend,is_night,customer_avg_amount,amount_deviation,amount_ratio,merchant_category_entertainment,merchant_category_fashion,merchant_category_fuel,merchant_category_grocery,customer_location_FL,customer_location_IL,customer_location_NY,customer_location_TX,device_type_mobile,device_type_tablet
-0.7676847303267706,1.170118678218513,2.881069772052149,-1.522721836194367,-0.3188208401965032,0.718940892081491,-1.000143420745182,-0.638325571740905,1.4313561708410931,-1.4210854715202004e-14,-0.767684730326771,-0.7676847303267711,False,False,False,True,False,False,False,False,False,True
-0.6609687569386535,1.6379188836830296,-1.160106143059572,1.0827576715409504,-0.5452359952406244,-1.027739414640763,0.996524460210949,1.5665986829772471,-0.6986381310057719,-1.4210854715202004e-14,-0.6609687569386539,-0.6609687569386541,False,True,False,False,False,False,False,True,False,True
1.7686927358456388,0.2345182672894794,-0.0054844530276516,0.2142645022958446,-0.5452359952406244,-1.318852799094472,0.996524460210949,1.5665986829772471,-0.6986381310057719,-1.4210854715202004e-14,1.7686927358456386,1.7686927358456386,False,True,False,False,False,True,False,False,False,True
-0.4854037684614288,-1.7035111553492328,2.303758927036189,0.0695156407549936,0.0208018923696786,-1.318852799094472,-0.5009764505061493,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,-0.4854037684614291,-0.4854037684614293,False,False,False,False,True,False,False,False,False,True
-0.1140240811866534,-0.3001105389556825,0.5718263919883085,-0.9437263900309631,0.473632202457921,-0.736626030187054,0.996524460210949,1.5665986829772471,1.4313561708410931,-1.4210854715202004e-14,-0.1140240811866536,-0.1140240811866538,False,True,False,False,False,False,False,True,True,False
1.7234346332797108,-0.433767740516973,0.5718263919883085,1.3722553946226523,0.7000473575020423,-1.027739414640763,-1.000143420745182,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,1.7234346332797106,1.7234346332797108,True,False,False,False,True,False,False,False,False,True
3.908580873946069,1.4374330813410938,-0.0054844530276516,1.3722553946226523,-0.0924056851523819,1.3011676609889091,-1.000143420745182,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,3.908580873946069,3.9085808739460695,True,False,False,False,False,False,True,False,False,False
-0.9090277083626448,-0.7679107444201992,-0.0054844530276516,-0.5094798054084102,0.8132549350241028,1.0100542765352,-0.5009764505061493,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,-0.909027708362645,-0.9090277083626452,False,False,True,False,False,False,True,False,False,False
-0.4957311207247949,0.2345182672894794,-0.5827952980436119,0.0695156407549936,0.473632202457921,1.3011676609889091,-0.5009764505061493,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,-0.4957311207247952,-0.4957311207247953,False,False,False,True,False,False,True,False,False,True
0.0538460173688474,0.8359756743152866,0.5718263919883085,-0.5094798054084102,-0.8848587278068062,-1.027739414640763,-0.5009764505061493,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,0.0538460173688472,0.0538460173688468,False,False,False,False,False,False,False,False,False,True
0.653338691402093,1.3706044805604487,1.7264480820202288,0.2142645022958446,-0.2056132626744425,0.136714123174073,1.4956914304499818,1.5665986829772471,-0.6986381310057719,-1.4210854715202004e-14,0.653338691402093,0.6533386914020929,False,True,False,False,True,False,False,False,False,True
0.0234714518883587,1.170118678218513,-0.5827952980436119,0.7932599484592485,1.2660852451123452,-0.736626030187054,-0.0018094802671164,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,0.0234714518883585,0.0234714518883583,False,False,False,True,False,False,False,False,False,True
1.466567057866378,-0.6342535428589088,-0.5827952980436119,0.9380088100000996,0.3604246249358604,-0.736626030187054,-1.000143420745182,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,1.4665670578663776,1.466567057866378,False,False,True,False,False,True,False,False,False,False
-0.8959666452060348,-0.5674249420782636,-0.5827952980436119,-0.3647309438675593,0.8132549350241028,-1.027739414640763,-0.0018094802671164,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,-0.895966645206035,-0.8959666452060351,True,False,False,False,False,False,True,False,True,False
-0.834711271487049,0.1008610657281889,-0.0054844530276516,-0.2199820823267083,0.3604246249358604,0.718940892081491,-1.4993103909842147,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,-0.8347112714870493,-0.8347112714870495,True,False,False,False,False,False,False,False,False,False
-0.4092648576570037,-0.3669391397363278,-0.5827952980436119,1.0827576715409504,-0.9980663053288668,-1.027739414640763,-0.0018094802671164,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,-0.409264857657004,-0.4092648576570041,False,False,False,False,False,True,False,False,False,False
-0.3604630557850186,-0.3669391397363278,-0.5827952980436119,0.6485110869183975,0.8132549350241028,0.427827507627782,-1.000143420745182,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,-0.3604630557850188,-0.3604630557850189,False,False,True,False,False,False,False,True,False,False
0.6181041954447263,0.5018326704120605,-1.737416988075532,-1.233224113112665,0.8132549350241028,-0.445512645733345,-1.000143420745182,-0.638325571740905,1.4313561708410931,-1.4210854715202004e-14,0.6181041954447261,0.618104195444726,False,False,False,True,False,False,False,True,False,True
-0.7109855414298584,0.7691470735346414,-0.5827952980436119,-1.667470697735218,1.039670090068224,1.592281045442618,-1.4993103909842147,-0.638325571740905,1.4313561708410931,-1.4210854715202004e-14,-0.7109855414298586,-0.7109855414298588,True,False,False,False,False,False,False,True,True,False
-0.0373789276242202,-1.5698539537879423,-0.5827952980436119,1.6617531177043543,0.473632202457921,-0.154399261279636,-1.4993103909842147,-0.638325571740905,1.4313561708410931,-1.4210854715202004e-14,-0.0373789276242204,-0.0373789276242205,False,False,True,False,False,False,False,True,True,False
0.1918477932018679,-0.3001105389556825,0.5718263919883085,-1.088475251571814,-0.7716511502847456,1.0100542765352,1.4956914304499818,1.5665986829772471,1.4313561708410931,-1.4210854715202004e-14,0.1918477932018678,0.1918477932018679,True,False,False,False,True,False,False,False,False,False
1.4556322142934015,0.1676896665088341,-0.5827952980436119,0.2142645022958446,-1.4508966154171092,0.427827507627782,-0.0018094802671164,-0.638325571740905,-0.6986381310057719,-1.4210854715202004e-14,1.4556322142934015,1.4556322142934015,True,False,False,False,False,False,False,True,False,True
-0.6113569666538554,0.8359756743152866,-1.160106143059572,-1.233224113112665,0.7000473575020423,-0.736626030187054,0.996524460210949,1.5665986829772471,1.4313561708410931,-1.4210854715202004e-14,-0.6113569666538556,-0.6113569666538559,False,False,True,False,True,False,False,False,False,False
